"","COMMON.NAME","OBSERVATION.COUNT","LATITUDE","LONGITUDE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","PROTOCOL.TYPE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","julian_date"
"5657937","Tree Swallow",5000,43.0444291,-76.7268848,2016-09-16,"19:00:00","Traveling",67,0.805,NA,4,1,260
"5658458","Tree Swallow",225,43.0673045,-76.7170787,2017-07-04,"12:21:00","Traveling",91,4.023,NA,2,1,185
"5658463","Tree Swallow",225,43.0673045,-76.7170787,2017-07-04,"12:21:00","Traveling",91,4.023,NA,2,1,185
"5658576","Tree Swallow",300,43.0489452,-76.7335796,2017-09-16,"15:11:00","Traveling",34,2.414,NA,6,1,259
"5658597","Tree Swallow",300,43.0489452,-76.7335796,2017-09-16,"15:11:00","Traveling",34,2.414,NA,6,1,259
"5658600","Tree Swallow",900,43.0673045,-76.7170787,2017-09-30,"16:07:00","Traveling",15,0.322,NA,2,1,273
"5658601","Tree Swallow",500,43.0847778,-76.7093333,2017-09-10,"09:46:00","Stationary",111,NA,NA,2,1,253
"5658659","Tree Swallow",900,43.0673045,-76.7170787,2017-09-30,"16:07:00","Traveling",15,0.322,NA,2,1,273
"5658671","Tree Swallow",350,43.0847778,-76.7093333,2017-10-08,"13:15:00","Traveling",22,0.579,NA,1,1,281
"5658676","Tree Swallow",400,43.0847778,-76.7093333,2017-10-09,"10:00:00","Stationary",18,NA,NA,1,1,282
"5658677","Tree Swallow",350,43.075095,-76.7455101,2017-10-08,"15:40:00","Incidental",NA,NA,NA,1,0,281
"5658686","Tree Swallow",800,43.0673045,-76.7170787,2017-10-08,"17:13:00","Traveling",77,1.239,NA,2,1,281
"5658687","Tree Swallow",800,43.0673045,-76.7170787,2017-10-08,"17:13:00","Traveling",77,1.239,NA,2,1,281
"5660232","Tree Swallow",2000,43.0489452,-76.7335796,2019-07-27,"19:43:00","Traveling",39,0.988,NA,2,1,208
"5660234","Tree Swallow",2000,43.0489452,-76.7335796,2019-07-27,"19:43:00","Traveling",39,0.988,NA,2,1,208
"5660257","Tree Swallow",400,43.0489452,-76.7335796,2019-08-04,"18:59:00","Traveling",60,1.835,NA,4,1,216
"5660293","Tree Swallow",400,43.0489452,-76.7335796,2019-08-04,"18:59:00","Traveling",60,1.835,NA,4,1,216
"5660296","Tree Swallow",250,43.0444291,-76.7268848,2019-08-04,"18:14:00","Traveling",59,3.842,NA,1,1,216
"5660303","Tree Swallow",400,43.0489452,-76.7335796,2019-08-04,"18:59:00","Traveling",60,1.835,NA,4,1,216
"5660308","Tree Swallow",400,43.0489452,-76.7335796,2019-08-04,"18:59:00","Traveling",60,1.835,NA,4,1,216
"5660317","Tree Swallow",400,43.0489452,-76.7335796,2019-08-04,"18:59:00","Traveling",60,1.835,NA,4,1,216
"5660326","Tree Swallow",300,43.0673045,-76.7170787,2019-09-25,"08:00:00","Traveling",87,1.429,NA,2,1,268
"5660374","Tree Swallow",300,43.0673045,-76.7170787,2019-09-25,"08:00:00","Traveling",87,1.429,NA,2,1,268
"5660397","Tree Swallow",205,43.2981828,-76.8399744,2019-10-13,"09:55:00","Incidental",NA,NA,NA,4,0,286
"5660398","Tree Swallow",205,43.2981828,-76.8399744,2019-10-13,"09:55:00","Incidental",NA,NA,NA,4,0,286
"5660411","Tree Swallow",500,43.3036947,-76.8433571,2019-10-05,"06:48:00","Traveling",67,0.142,NA,2,1,278
"5660412","Tree Swallow",500,43.3036947,-76.8433571,2019-10-05,"06:48:00","Traveling",67,0.142,NA,2,1,278
"5661195","Tree Swallow",300,43.0444291,-76.7268848,2020-08-19,"06:31:00","Traveling",59,1.046,NA,1,1,232
"5661245","Tree Swallow",500,43.0489452,-76.7335796,2020-08-08,"18:47:00","Traveling",89,1.04,NA,2,1,221
"5661250","Tree Swallow",800,43.0489452,-76.7335796,2020-08-18,"18:11:00","Traveling",57,0.435,NA,2,1,231
"5661273","Tree Swallow",800,43.0489452,-76.7335796,2020-08-18,"18:11:00","Traveling",57,0.435,NA,2,1,231
"5661287","Tree Swallow",300,43.091753,-76.7652052,2020-09-25,"13:01:00","Traveling",31,0.402,NA,2,1,269
"5661303","Tree Swallow",250,43.075095,-76.7455101,2020-09-24,"10:26:00","Stationary",15,NA,NA,1,1,268
"5661307","Tree Swallow",300,43.0489452,-76.7335796,2020-09-24,"08:51:00","Traveling",50,2.532,NA,1,1,268
"5661308","Tree Swallow",300,43.0223451,-76.7845631,2020-09-29,"13:11:00","Incidental",NA,NA,NA,1,0,273
"5661333","Tree Swallow",500,43.0443279,-76.7208813,2020-10-09,"15:36:00","Traveling",42,1.207,NA,2,1,283
"5661339","Tree Swallow",460,43.0444291,-76.7268848,2020-10-17,"16:11:00","Traveling",60,1.175,NA,1,1,291
"5661350","Tree Swallow",300,43.0444291,-76.7268848,2020-10-17,"13:11:00","Traveling",62,2.736,NA,2,1,291
"5661351","Tree Swallow",500,43.0444291,-76.7268848,2020-10-21,"12:20:00","Traveling",120,2.012,NA,1,1,295
"5661353","Tree Swallow",300,43.0444291,-76.7268848,2020-10-17,"13:11:00","Traveling",62,2.736,NA,2,1,291
"5661357","Tree Swallow",300,43.0444291,-76.7268848,2020-10-17,"13:11:00","Traveling",62,2.736,NA,2,1,291
"5661358","Tree Swallow",300,43.0489452,-76.7335796,2020-10-17,"14:33:00","Traveling",109,4.072,NA,2,1,291
"5661360","Tree Swallow",460,43.0444291,-76.7268848,2020-10-17,"16:11:00","Traveling",60,1.175,NA,1,1,291
"5662005","Tree Swallow",325,43.0690602,-76.7434689,2021-07-25,"09:46:00","Traveling",69,0.402,NA,6,1,206
"5662015","Tree Swallow",325,43.0690602,-76.7434689,2021-07-25,"09:46:00","Traveling",69,0.402,NA,6,1,206
"5662045","Tree Swallow",325,43.0690602,-76.7434689,2021-07-25,"09:46:00","Traveling",69,0.402,NA,6,1,206
"5662059","Tree Swallow",325,43.0690602,-76.7434689,2021-07-25,"09:46:00","Traveling",69,0.402,NA,6,1,206
"5662061","Tree Swallow",325,43.0690602,-76.7434689,2021-07-25,"09:46:00","Traveling",69,0.402,NA,6,1,206
"5662092","Tree Swallow",325,43.0690602,-76.7434689,2021-07-25,"09:46:00","Traveling",69,0.402,NA,6,1,206
"5662102","Tree Swallow",250,43.0489452,-76.7335796,2021-08-03,"11:55:00","Traveling",34,1.082,NA,2,1,215
"5662113","Tree Swallow",250,43.0489452,-76.7335796,2021-08-03,"11:55:00","Traveling",34,1.082,NA,2,1,215
"5662128","Tree Swallow",1800,43.045927,-76.726225,2021-09-19,"13:06:00","Traveling",20,0.367,NA,2,1,262
"5662180","Tree Swallow",300,43.0489452,-76.7335796,2021-10-19,"10:43:00","Traveling",42,3.541,NA,1,1,292
"5662993","Tree Swallow",300,43.0890119,-76.7614746,2022-08-27,"10:11:00","Traveling",87,23.451,NA,1,1,239
"5663035","Tree Swallow",250,43.0673045,-76.7170787,2022-09-13,"16:28:00","Traveling",29,0.638,NA,1,1,256
"5663038","Tree Swallow",250,43.0673045,-76.7170787,2022-09-09,"19:05:00","Traveling",45,0.966,NA,1,1,252
"5663053","Tree Swallow",300,43.091753,-76.7652052,2022-09-10,"09:40:00","Traveling",9,0.161,NA,4,1,253
"5663063","Tree Swallow",1000,43.0673045,-76.7170787,2022-09-10,"18:36:00","Traveling",18,0.354,NA,4,1,253
"5663065","Tree Swallow",300,43.091753,-76.7652052,2022-09-10,"09:40:00","Traveling",9,0.161,NA,4,1,253
"5663068","Tree Swallow",300,43.091753,-76.7652052,2022-09-10,"09:40:00","Traveling",9,0.161,NA,4,1,253
"5663083","Tree Swallow",300,43.091753,-76.7652052,2022-09-10,"09:40:00","Traveling",9,0.161,NA,4,1,253
"5663086","Tree Swallow",1000,43.0673045,-76.7170787,2022-09-10,"18:36:00","Traveling",18,0.354,NA,4,1,253
"5663087","Tree Swallow",1000,43.0673045,-76.7170787,2022-09-10,"18:36:00","Traveling",18,0.354,NA,4,1,253
"5663088","Tree Swallow",1000,43.0673045,-76.7170787,2022-09-10,"18:36:00","Traveling",18,0.354,NA,4,1,253
"5663090","Tree Swallow",300,43.091753,-76.7652052,2022-09-10,"09:40:00","Traveling",9,0.161,NA,4,1,253
"5663103","Tree Swallow",1000,43.0673045,-76.7170787,2022-09-10,"18:36:00","Traveling",18,0.354,NA,4,1,253
"5663957","Tree Swallow",500,43.0489452,-76.7335796,2023-08-05,"09:10:00","Traveling",12,2.423,NA,3,1,217
"5664016","Tree Swallow",500,43.0489452,-76.7335796,2023-08-05,"09:10:00","Traveling",12,2.423,NA,3,1,217
"5664028","Tree Swallow",1000,43.0489452,-76.7335796,2023-09-08,"19:31:00","Traveling",40,0.5,NA,4,1,251
"5664034","Tree Swallow",3000,43.0489452,-76.7335796,2023-09-08,"19:00:00","Traveling",80,0.644,NA,4,1,251
"5664035","Tree Swallow",1000,43.0489452,-76.7335796,2023-09-08,"19:31:00","Traveling",41,0.5,NA,4,1,251
"5664045","Tree Swallow",3000,43.0489452,-76.7335796,2023-09-08,"19:00:00","Traveling",80,0.644,NA,4,1,251
"5664052","Tree Swallow",500,43.0673045,-76.7170787,2023-09-26,"08:14:00","Traveling",96,2.349,NA,1,0,269
"5664059","Tree Swallow",1000,43.0489452,-76.7335796,2023-09-08,"19:31:00","Traveling",40,0.5,NA,4,1,251
"5664060","Tree Swallow",5000,43.0444291,-76.7268848,2023-09-09,"18:28:00","Traveling",27,1.207,NA,4,1,252
"5664061","Tree Swallow",1000,43.0509523,-76.7387295,2023-09-08,"19:13:00","Traveling",14,1.999,NA,4,1,251
"5664066","Tree Swallow",3000,43.0489452,-76.7335796,2023-09-08,"19:00:00","Traveling",80,0.644,NA,4,1,251
"5664070","Tree Swallow",1000,43.0509523,-76.7387295,2023-09-08,"19:13:00","Traveling",14,1.999,NA,4,1,251
"5664073","Tree Swallow",1000,43.0489452,-76.7335796,2023-09-08,"19:31:00","Traveling",40,0.5,NA,4,1,251
"5664075","Tree Swallow",1000,43.0509523,-76.7387295,2023-09-08,"19:13:00","Traveling",14,1.999,NA,4,1,251
"5664081","Tree Swallow",5000,43.0444291,-76.7268848,2023-09-09,"18:28:00","Traveling",27,1.207,NA,4,1,252
"5664086","Tree Swallow",1000,43.0509523,-76.7387295,2023-09-08,"19:13:00","Traveling",14,1.999,NA,4,1,251
"5664090","Tree Swallow",3000,43.0489452,-76.7335796,2023-09-08,"19:00:00","Traveling",80,0.644,NA,4,1,251
"5664096","Tree Swallow",3000,43.0489452,-76.7335796,2023-09-08,"19:00:00","Traveling",80,0.644,NA,4,1,251
"5664110","Tree Swallow",250,43.0444291,-76.7268848,2023-10-04,"13:05:00","Traveling",38,0.966,NA,1,1,277
"5665167","Tree Swallow",1500,43.0787739,-76.7080184,2024-08-04,"11:18:00","Traveling",7,0.2,NA,1,1,217
"5665172","Tree Swallow",600,43.0489452,-76.7335796,2024-08-04,"09:56:00","Traveling",19,2.04,NA,2,1,217
"5665187","Tree Swallow",1000,43.036315,-76.77246,2024-08-29,"09:14:00","Incidental",NA,NA,NA,2,0,242
"5665194","Tree Swallow",600,43.0489452,-76.7335796,2024-08-04,"09:56:00","Traveling",19,2.04,NA,2,1,217
"5665213","Tree Swallow",500,43.0489452,-76.7335796,2024-09-07,"13:30:00","Traveling",65,2.414,NA,3,1,251
"5665224","Tree Swallow",300,43.0444291,-76.7268848,2024-09-06,"19:26:00","Stationary",65,NA,NA,4,1,250
"5665250","Tree Swallow",500,43.0489452,-76.7335796,2024-09-07,"13:30:00","Traveling",65,2.414,NA,3,1,251
"5665270","Tree Swallow",300,43.0444291,-76.7268848,2024-09-06,"19:26:00","Stationary",65,NA,NA,4,1,250
"5665278","Tree Swallow",300,43.0444291,-76.7268848,2024-09-06,"19:26:00","Stationary",65,NA,NA,4,1,250
"5665285","Tree Swallow",500,43.0489452,-76.7335796,2024-09-07,"13:30:00","Traveling",65,2.414,NA,3,1,251
"5665328","Tree Swallow",300,43.0444291,-76.7268848,2024-09-06,"19:26:00","Stationary",65,NA,NA,4,1,250
"5665344","Tree Swallow",300,43.0489452,-76.7335796,2024-10-06,"08:19:00","Traveling",117,4.339,NA,1,1,280
"5665349","Tree Swallow",300,43.0673045,-76.7170787,2024-10-06,"11:16:00","Traveling",53,1.479,NA,1,1,280
"5685096","Tree Swallow",238,42.8460903,-78.1276417,2015-08-25,"12:23:00","Traveling",9,1.127,NA,1,1,237
"5685438","Tree Swallow",1000,42.8159613,-77.9772386,2018-09-30,"08:52:00","Stationary",12,NA,NA,1,1,273
"5688648","Tree Swallow",400,42.7035,-77.04925,2023-08-19,"10:07:00","Incidental",NA,NA,NA,2,0,231
"5688650","Tree Swallow",400,42.7035,-77.04925,2023-08-19,"10:07:00","Incidental",NA,NA,NA,2,0,231
"5688811","Tree Swallow",25000,42.9833651,-76.7562389,2000-09-11,"00:00:00","Traveling",1200,50,NA,3,1,255
"5688834","Tree Swallow",500,42.9833651,-76.7562389,2002-09-11,"09:30:00","Traveling",165,6.115,NA,4,1,254
"5688838","Tree Swallow",250,42.9833651,-76.7562389,2002-10-06,"","Incidental",NA,NA,NA,1,1,279
"5688859","Tree Swallow",1200,42.9833651,-76.7562389,2003-07-17,"18:15:00","Incidental",NA,NA,NA,2,0,198
"5688903","Tree Swallow",250,42.9833651,-76.7562389,2005-08-07,"07:30:00","Traveling",45,4,NA,1,1,219
"5688911","Tree Swallow",500,42.9833651,-76.7562389,2005-09-10,"11:30:00","Incidental",150,4.828,NA,1,1,253
"5688913","Tree Swallow",750,42.9833651,-76.7562389,2005-09-24,"07:35:00","Traveling",135,3.219,NA,2,1,267
"5688957","Tree Swallow",250,42.9833651,-76.7562389,2006-08-13,"08:30:00","Traveling",150,3.219,NA,1,1,225
"5688999","Tree Swallow",500,42.9833651,-76.7562389,2007-08-25,"14:30:00","Traveling",150,14.484,NA,9,1,237
"5689002","Tree Swallow",500,42.9833651,-76.7562389,2007-09-02,"16:00:00","Traveling",150,16.093,NA,6,1,245
"5689004","Tree Swallow",800,42.9833651,-76.7562389,2007-09-01,"03:00:00","Incidental",270,NA,NA,16,1,244
"5689097","Tree Swallow",500,42.9833651,-76.7562389,2009-09-06,"16:15:00","Traveling",140,9.656,NA,3,1,249
"5689153","Tree Swallow",1000,42.9833651,-76.7562389,2010-07-31,"17:30:00","Traveling",120,6.437,NA,2,1,212
"5689220","Tree Swallow",400,42.9833651,-76.7562389,2011-07-10,"07:30:00","Traveling",240,8.047,NA,1,1,191
"5689222","Tree Swallow",870,42.9833651,-76.7562389,2011-08-13,"07:13:00","Traveling",96,5.472,NA,12,1,225
"5689223","Tree Swallow",870,42.9833651,-76.7562389,2011-08-13,"07:13:00","Traveling",96,5.472,NA,12,1,225
"5689226","Tree Swallow",870,42.9833651,-76.7562389,2011-08-13,"07:13:00","Traveling",96,5.472,NA,12,1,225
"5689227","Tree Swallow",870,42.9833651,-76.7562389,2011-08-13,"07:13:00","Traveling",96,5.472,NA,12,1,225
"5689228","Tree Swallow",870,42.9833651,-76.7562389,2011-08-13,"07:13:00","Traveling",96,5.472,NA,12,1,225
"5689229","Tree Swallow",870,42.9833651,-76.7562389,2011-08-13,"07:13:00","Traveling",96,5.472,NA,12,1,225
"5689230","Tree Swallow",870,42.9833651,-76.7562389,2011-08-13,"07:13:00","Traveling",96,5.472,NA,12,1,225
"5689422","Tree Swallow",350,42.9833651,-76.7562389,2015-06-28,"10:11:00","Traveling",191,6.92,NA,1,1,179
"5689478","Tree Swallow",850,42.9833651,-76.7562389,2015-10-04,"10:25:00","Traveling",120,8.047,NA,1,1,277
"5689533","Tree Swallow",500,42.9833651,-76.7562389,2016-07-22,"06:33:00","Traveling",192,12.392,NA,1,1,204
"5689550","Tree Swallow",250,42.9833651,-76.7562389,2016-08-13,"08:20:00","Traveling",180,27.359,NA,3,1,226
"5689607","Tree Swallow",300,42.9833651,-76.7562389,2017-07-20,"15:48:00","Traveling",180,4.828,NA,1,1,201
"5689623","Tree Swallow",400,42.9833651,-76.7562389,2017-08-01,"07:50:00","Traveling",540,10,NA,1,1,213
"5689639","Tree Swallow",500,42.9833651,-76.7562389,2017-10-12,"09:00:00","Traveling",60,4.828,NA,1,1,285
"5689698","Tree Swallow",1000,42.9833651,-76.7562389,2018-09-06,"14:40:00","Incidental",NA,NA,NA,1,0,249
"5689767","Tree Swallow",500,42.9833651,-76.7562389,2019-08-14,"10:00:00","Traveling",360,16.093,NA,12,1,226
"5689850","Tree Swallow",400,42.9833651,-76.7562389,2020-10-01,"09:00:00","Traveling",399,57.255,NA,1,1,275
"5689977","Tree Swallow",400,42.9833651,-76.7562389,2021-09-05,"10:16:00","Traveling",74,13.132,NA,1,1,248
"5690101","Tree Swallow",319,42.9833651,-76.7562389,2022-07-21,"08:49:00","Traveling",117,6.116,NA,1,1,202
"5690112","Tree Swallow",300,42.9833651,-76.7562389,2022-08-03,"19:36:00","Traveling",42,4.506,NA,1,1,215
"5690130","Tree Swallow",1000,42.9833651,-76.7562389,2022-09-10,"09:06:00","Traveling",138,6.116,NA,1,1,253
"5690282","Tree Swallow",1000,42.9833651,-76.7562389,2023-08-07,"07:43:00","Traveling",144,5.633,NA,2,1,219
"5690437","Tree Swallow",500,42.9833651,-76.7562389,2024-08-11,"13:23:00","Traveling",126,8.322,NA,1,1,224
"5692308","Tree Swallow",400,40.7539043,-82.1466216,2012-09-10,"08:25:00","Stationary",5,NA,NA,1,0,254
"5692314","Tree Swallow",325,40.6399443,-82.3275518,2012-10-08,"07:45:00","Stationary",5,NA,NA,1,0,282
"5695753","Tree Swallow",340,41.5923314,-80.6043083,2024-09-28,"08:45:00","Stationary",2,NA,NA,1,1,272
"5695765","Tree Swallow",500,41.608259,-80.53744,2024-10-03,"10:31:00","Traveling",94,2.166,NA,1,1,277
"5698647","Tree Swallow",600,40.5273704,-84.4136238,2012-10-02,"14:30:00","Traveling",63,1.609,NA,1,1,276
"5698740","Tree Swallow",1000,40.5273704,-84.4136238,2015-10-10,"09:45:00","Traveling",120,1.609,NA,4,1,283
"5698741","Tree Swallow",1000,40.5273704,-84.4136238,2015-10-10,"09:45:00","Traveling",120,1.609,NA,4,1,283
"5698810","Tree Swallow",250,40.5273704,-84.4136238,2017-09-29,"11:05:00","Traveling",82,4.265,NA,1,1,272
"5698868","Tree Swallow",2000,40.5273704,-84.4136238,2018-10-05,"14:00:00","Stationary",60,NA,NA,1,1,278
"5698888","Tree Swallow",225,40.5273704,-84.4136238,2019-09-28,"12:51:00","Traveling",72,3.219,NA,1,1,271
"5698891","Tree Swallow",325,40.5273704,-84.4136238,2019-10-06,"15:14:00","Traveling",67,3.701,NA,1,1,279
"5718213","Tree Swallow",1601,40.761379,-83.092488,2019-09-27,"19:05:00","Incidental",NA,NA,NA,4,0,270
"5718214","Tree Swallow",1601,40.761379,-83.092488,2019-09-27,"19:05:00","Incidental",NA,NA,NA,4,0,270
"5718215","Tree Swallow",1601,40.761379,-83.092488,2019-09-27,"19:05:00","Incidental",NA,NA,NA,4,0,270
"5718287","Tree Swallow",225,40.7551375,-83.0656072,2023-07-24,"11:50:00","Incidental",NA,NA,NA,1,0,205
"5738006","Tree Swallow",300,40.2965647,-83.0696869,2010-08-18,"19:00:00","Traveling",80,3.219,NA,1,1,230
"5738504","Tree Swallow",300,40.1647071,-82.8688431,2012-06-24,"07:30:00","Traveling",285,8.047,NA,2,1,176
"5740053","Tree Swallow",300,40.1845455,-82.8858376,2015-10-03,"08:30:00","Traveling",60,2.414,NA,10,1,276
"5740059","Tree Swallow",300,40.1845455,-82.8858376,2015-10-03,"08:30:00","Traveling",60,2.414,NA,10,1,276
"5740820","Tree Swallow",250,40.3635499,-83.0482292,2016-10-02,"14:03:00","Traveling",124,1.609,NA,2,1,276
"5740822","Tree Swallow",250,40.3635499,-83.0482292,2016-10-02,"14:03:00","Traveling",124,1.609,NA,2,1,276
"5750799","Tree Swallow",259,41.606074,-82.7084974,2007-08-20,"07:00:00","Traveling",300,12.874,NA,1,1,232
"5751067","Tree Swallow",500,41.4519119,-82.6673641,2012-07-30,"08:45:00","Traveling",120,2.414,NA,1,1,212
"5751101","Tree Swallow",850,41.4519119,-82.6673641,2012-08-12,"07:00:00","Stationary",110,NA,NA,3,1,225
"5751250","Tree Swallow",1000,41.4292122,-82.6223139,2013-08-08,"07:35:00","Traveling",10,0.402,NA,3,1,220
"5751252","Tree Swallow",300,41.4396894,-82.8771257,2013-08-02,"09:06:00","Traveling",60,0.805,NA,2,1,214
"5751878","Tree Swallow",202,41.4396894,-82.8771257,2014-07-07,"08:35:00","Traveling",15,1.609,NA,1,1,188
"5752417","Tree Swallow",360,41.4335542,-82.880915,2015-08-22,"10:25:00","Area",25,NA,6,1,1,234
"5753115","Tree Swallow",900,41.4586599,-82.793811,2016-07-30,"08:56:00","Traveling",88,8.047,NA,1,1,212
"5753220","Tree Swallow",800,41.4396894,-82.8771257,2016-08-21,"19:27:00","Stationary",20,NA,NA,1,1,234
"5754962","Tree Swallow",400,41.4396894,-82.8771257,2018-07-06,"11:15:00","Traveling",30,0.322,NA,2,1,187
"5754977","Tree Swallow",400,41.4396894,-82.8771257,2018-07-06,"11:15:00","Traveling",30,0.322,NA,2,1,187
"5755034","Tree Swallow",300,41.3991341,-82.5496387,2018-09-29,"07:42:00","Traveling",116,2.008,NA,2,1,272
"5755038","Tree Swallow",300,41.3991341,-82.5496387,2018-09-29,"07:42:00","Traveling",116,2.008,NA,2,1,272
"5755050","Tree Swallow",300,41.4174633,-82.6037213,2018-10-07,"07:21:00","Traveling",119,2.3,NA,3,1,280
"5755056","Tree Swallow",300,41.4174633,-82.6037213,2018-10-07,"07:21:00","Traveling",119,2.3,NA,3,1,280
"5756008","Tree Swallow",280,41.4173778,-82.6213589,2019-09-19,"09:48:00","Stationary",10,NA,NA,1,1,262
"5756766","Tree Swallow",300,41.4174633,-82.6037213,2020-07-31,"09:50:00","Traveling",56,2.137,NA,1,1,213
"5758007","Tree Swallow",300,41.4174633,-82.6037213,2021-07-06,"07:54:00","Traveling",216,5.603,NA,1,1,187
"5758036","Tree Swallow",300,41.4335542,-82.880915,2021-08-01,"11:57:00","Traveling",54,1.215,NA,1,1,213
"5758043","Tree Swallow",350,41.4586599,-82.793811,2021-08-15,"08:37:00","Traveling",10,3.219,NA,1,1,227
"5759658","Tree Swallow",500,41.4396894,-82.8771257,2022-07-20,"09:54:00","Traveling",75,2.036,NA,2,1,201
"5759682","Tree Swallow",251,41.4174633,-82.6037213,2022-07-16,"09:29:00","Traveling",122,3.498,NA,7,1,197
"5759732","Tree Swallow",251,41.4174633,-82.6037213,2022-07-16,"09:29:00","Traveling",122,3.498,NA,7,1,197
"5759766","Tree Swallow",251,41.4174633,-82.6037213,2022-07-16,"09:29:00","Traveling",122,3.498,NA,7,1,197
"5759790","Tree Swallow",251,41.4174633,-82.6037213,2022-07-16,"09:29:00","Traveling",122,3.498,NA,7,1,197
"5759791","Tree Swallow",251,41.4174633,-82.6037213,2022-07-16,"09:29:00","Traveling",122,3.498,NA,7,1,197
"5759868","Tree Swallow",300,41.3991341,-82.5496387,2022-09-05,"08:19:00","Traveling",331,2.108,NA,17,1,248
"5759875","Tree Swallow",300,41.3991341,-82.5496387,2022-09-05,"08:19:00","Traveling",331,2.108,NA,17,1,248
"5759886","Tree Swallow",300,41.3991341,-82.5496387,2022-09-05,"08:19:00","Traveling",331,2.108,NA,17,1,248
"5761944","Tree Swallow",300,41.3991341,-82.5496387,2023-09-24,"09:15:00","Stationary",249,NA,NA,2,1,267
"5761967","Tree Swallow",300,41.3991341,-82.5496387,2023-09-24,"09:15:00","Stationary",249,NA,NA,2,1,267
"5826754","Tree Swallow",250,41.0168379,-83.5709681,2014-09-04,"07:45:00","Traveling",145,1,NA,1,1,247
"5826795","Tree Swallow",223,41.0168379,-83.5709681,2014-10-05,"07:05:00","Traveling",120,3.058,NA,2,1,278
"5826800","Tree Swallow",223,41.0168379,-83.5709681,2014-10-05,"07:05:00","Traveling",120,3.058,NA,2,1,278
"5826801","Tree Swallow",400,41.0168379,-83.5709681,2014-10-10,"08:05:00","Traveling",95,1.207,NA,1,1,283
"5827042","Tree Swallow",250,41.0168379,-83.5709681,2015-08-27,"07:14:00","Traveling",87,3.219,NA,1,1,239
"5827061","Tree Swallow",220,41.1212629,-83.6770248,2015-08-26,"07:18:00","Traveling",181,9.656,NA,1,1,238
"5827259","Tree Swallow",850,41.0168379,-83.5709681,2016-10-09,"07:30:00","Traveling",80,3.219,NA,3,1,283
"5827260","Tree Swallow",850,41.0168379,-83.5709681,2016-10-09,"07:30:00","Traveling",80,3.219,NA,3,1,283
"5827263","Tree Swallow",700,41.0168379,-83.5709681,2016-10-02,"07:25:00","Traveling",130,3.219,NA,4,1,276
"5827264","Tree Swallow",500,41.0168379,-83.5709681,2016-10-02,"07:58:00","Traveling",152,2.414,NA,1,1,276
"5827266","Tree Swallow",700,41.0168379,-83.5709681,2016-10-02,"07:25:00","Traveling",130,3.219,NA,4,1,276
